EXCHANGE%3DNASDAQ
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=86400
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,CDAYS
DATA=
TIMEZONE_OFFSET=-240
9,237.26,240.63,234.07,234.94,0,1
10,236.08,239.51,235.69,238.01,0,1
11,236.54,237.12,234.91,236.65,0,1
14,240.27,240.34,236.83,237.21,0,1
15,244.41,244.73,240.01,240.11,0,1
16,245.72,249.68,245.72,246.47,0,1
17,247.7,248.59,246.03,247.25,0,1
18,249.15,249.58,246.25,246.38,0,1
21,247.28,248.95,246.08,248.95,0,1
22,254.57,254.74,247.67,248.02,0,1
23,253.75,256.24,252.64,255.23,0,1
25,252.2,253.5,251.7,252,0,1
28,242.13,250.64,242.13,250.43,0,1
29,244.51,244.69,238.28,240.32,0,1
30,242.08,247.12,240.88,246.87,0,1
31,242.16,244.95,240.53,241.85,0,1
32,240.16,243.95,239.01,242.75,0,1
35,242.18,243.47,239.44,241.26,0,1
36,243.26,244.48,242.2,243.46,0,1
37,244.11,245.95,242.02,243.24,0,1
38,241.08,245.65,240.97,244.87,0,1
39,241.81,244.06,239.76,240.73,0,1
42,241.72,244.21,241.66,242.22,0,1
43,240.65,242.94,239.9,241.68,0,1
44,239.26,242.51,238.27,242.1,0,1
45,240.82,241.63,238.39,239.88,0,1
46,239.91,241.813,239.68,241.076,0,1
49,231.169,241.129,230.13,241.011,0,1
50,234.08,234.42,229.02,230.63,0,1
51,231.22,235.51,230.93,234.76,0,1
52,227.8719,232.3924,225.9441,231.8604,0,1
53,227.56,229.09,226.14,228.52,0,1
57,228.54,229.51,227.07,228.03,0,1
58,233.78,233.81,229.32,229.77,0,1
59,231.05,234.06,230.89,233.33,0,1
60,230.01,232,229.7,230.82,0,1
65,233.56,238.09,230.32,232.77,0,1
66,241.39,241.73,233.94,234.27,0,1
67,243.35,243.51,238.82,241.01,0,1
70,241.55,244.69,240.86,243.6,0,1
71,242.51,243.88,240.36,242.48,0,1
72,244.49,246.53,240.78,241.97,0,1
73,249.61,250.62,247.84,248.35,0,1
74,252.25,252.25,249.75,250.74,0,1
78,251.89,256.24,251.4,253.52,0,1
